ID	Title	Keywords	Orders	ground_text
86	雪中飞秋冬新款女款连帽修身时尚甜美中长款羽绒服撞色减龄连帽	撞色;减龄;连帽	0;2;1	很是文艺小清新的一款羽绒服,撞色连帽设计,青春活力又减龄,整体的时髦撞色拼接,对视觉冲击感很强,时尚又吸睛,两个斜插口袋,增添层次感又方便暖手,浅浅的调调,给人一种温馨的舒适感。
87	衣品天成男士短款羽绒服冬装加厚外套青年潮男上衣特价修身塑型纯色	修身;塑型;纯色	0;1;2	看惯了五花八门的羽绒服,不如来试试这款简单的羽绒服吧。这款羽绒服只采用简单的拼接设计,修身塑型,打造出都市酷劲十足的潮男风范,不喜欢纯色的潮男们,它就是你们的首选哦!
88	衬衣女伊芙丽秋装新款长袖宽松韩版上衣职业打底雪纺白衬衫纹理搭配显瘦	纹理;搭配;显瘦	0;2;1	整体简约经典的风格设计,没有过多的修饰,利落的纹理,实穿性高。秀气的领口则衬托出脖子优雅的线条,显瘦效果好,搭配起来也非常轻松。
89	无有无印春夏女装*大花裙短袖修身花边大摆连衣裙单件高腰常规大花朵短袖缤纷剪裁	大花朵;短袖;缤纷;剪裁	2;0;1;3	缤纷的印花裙甜美又华丽,浪漫绽放的大花朵加上优雅的荷叶短袖设计掩饰手臂肥肉,复古高腰令你的身材比例更加完美,合体的剪裁,展现了现代女人的风韵
90	芭蒂娜夏季新款女装时尚修身雪纺衫纯色百搭t恤呢搭配剪裁显瘦	呢;搭配;剪裁;显瘦	2;3;1;0	时髦前卫款,真的是一场剪裁技艺的爆发,显瘦脖颈、手臂和脸型,下面不管怎么搭配,都非常好看呢
91	婚庆婚礼妈妈装冬装喜婆婆婚宴装连衣裙两件套装裙礼服婆婆敬酒服廓形立体剪裁单排扣	廓形;立体;剪裁;单排扣	1;2;0;3	立体剪裁廓形很厚实的感觉,领口的设计完美的修饰脸部和脖颈的线条,不管什么脸型都可以轻松驾驭,单排扣衣门襟,上身帅气又有强调感,干净简约有细节。
92	春秋女半身长裙显瘦公主裙沙滩雪纺半身裙高腰百褶裙大摆裙裙子裙摆清香超大	裙摆;清香;超大	1;2;0	婉约优雅的文艺设计,呈现出美丽女人清新脱俗的气质与魅力,犹如一阵清风吹过留下淡淡清香。及至脚踝的长裙是不可缺少的出街单品,视觉上显衬高挑身型。超大的裙摆,摇曳着你的舞姿,释放你不一样的浪漫唯美。再次体现女王气息。
93	真丝多色翻领插肩短袖单排腰带直筒弹力缎收腰显瘦丝绸女衬衫小v领短袖连肩	小v领;短袖;连肩	2;1;0	圆润的连肩短袖,穿着舒适自如,浑然天成一般自然。利落精致的小v领,在夏天显得凉爽不少。背后是由几片精致的裁片构成,看上去平整而完美,穿着也是非
94	亚麻裤子民族风哈伦裤女裤大码厚棉麻灯笼裤女秋冬长裤宽松萝卜裤亲肤松紧收纳	亲肤;松紧;收纳	1;2;0	采用腰口松紧设计,让我们穿脱更加的方便。衣身两侧的口袋,更加的方便我们收纳物品。选用的优质的面料,让我们穿着舒适又亲肤。采用萝卜裤腿的造型,让我们穿着轻便又舒适。
95	夏装设计潮牌恶搞个性印花t恤创意男士短袖纯棉熊猫诞生版型印花落肩	版型;印花;落肩	0;2;1	这款t恤做的比较简约,有点oversize的版型,带点慵懒。宽松度刚刚好的袖口,舒适利落,落肩设计,塑造优雅线条,胸前的熊猫印花显得格外有趣,青春有活力。
96	休闲裤男装旗舰专卖宽松秋冬款中年直筒大码纯棉户外长裤褶皱透气吸湿	褶皱;透气;吸湿	2;1;0	这款jeep户外长裤精选百分百原生态精选棉花制作而成,吸湿透气,带来柔软舒适的穿着体验。裤腰使用特殊工艺打造独特的褶皱效果,同时融入层次鲜明的拼接工艺,质感升级。
97	【直播间专享】/艾莱依女短款印染羽绒服冬装外套印花搭配不规则	印花;搭配;不规则	0;1;2	这款印花羽绒服色设计感和亮点都比较突出,在穿搭的时候要注意搭配简洁的款式,不然会过于花俏,看不出重点。建议在搭配这件羽绒服时选择一件简约不规则的半身裙和舒适的长靴就可以。
98	乙佰乙纳女装初秋冬羊毛呢连衣裙短袖韩版宽松中长款打底裙子修身短袖版型	修身;短袖;版型	1;0;2	经典大气的短袖连衣裙,简约沉稳的色彩,宽松修身的h版型设计,让本款衣服成为2014秋季新宠。
99	清仓专区秋装新款衬衫中长袖文艺小清新宽松时尚休闲百搭女搭配荷叶袖当季纯色	搭配;荷叶袖;当季;纯色	1;3;2;0	充满浪漫气息的荷叶袖,轻松就能穿出靓丽夺目的风格,主体采用了干净简单的纯色系,流露出宁静恬淡的气息,适合当季的大部分搭配。
100	彩色套头毛衣女打底衫长袖新款a大调b小调针织衫秋冬针织料粗毛线保暖品质	针织料;粗毛线;保暖;品质	1;0;2;3	粗毛线的针织料,不易钩坏,保暖效果好;精湛的车工技术,提升品质感,浪漫甜美,轻松塑造出清新范儿。
101	男装薄款修身直筒牛仔裤中年冰丝休闲裤春夏季新款长裤子高端奢侈品质剪裁	高端;奢侈;品质;剪裁	1;3;2;0	zsnoi(杰胜),国内时尚轻奢侈男装品牌,意大利名师精心设计、面料奢华、剪裁严谨、品质优雅,为高端精英男士度身打造,开创智族人群轻奢侈时代新风潮
102	秋冬季新款时尚潮休闲服运动套装女修身短袖长裤卫衣两件套美观穿衣搭配连帽	美观;穿衣;搭配;连帽	2;1;0;3	运动装是时尚搭配中流行的穿衣方式,这款时尚的运动套装的设计,面料舒适柔软,质地细腻,手感柔软,穿着舒适,美观大方,经典的连帽设计,带来简约的风格。
103	新品秋装连帽里拼羊羔绒袖后鸡皮绒线衫单穿精密连帽式	单穿;精密;连帽式	2;1;0	连帽式的领口车线工整精密,带来年轻时尚的活力。极简的设计,更为大气好搭,在秋冬季节,无论是单穿还是叠穿,都是不错的选择。
104	宽松多重拼接套头衫-套头版型趣味	套头;版型;趣味	0;1;2	简约的套头针织衫,版型是有些宽松的,对于身材的包容性更好。亮点在于衣身采用了不同材质的拼接设计,多种不同的材质以及不同的颜色带来趣味而时髦的视觉效果,蛮酷的!
105	纳帕佳秋装女款修身显瘦女装蕾丝波点可拆连帽棉背心马甲女蕾丝波点连帽	蕾丝;波点;连帽	2;1;0	连帽总是很好玩,既能装饰,也可以在下雨没带伞时应个急。马甲的独特风格,适合约会、休闲、工作,轻松应对多种场合,展示女性时尚自我,散发自信风采。波点与蕾丝碰撞出激烈的火花,尽显少女甜美气质。
106	设计春季新款男装纯棉衬衣男潮红格子长袖衬衫潮牌外套格纹纯色条纹品质	格纹;纯色;条纹;品质	1;0;2;3	对纯色衬衫不感冒的型男们,显然格纹或是条纹衬衫会是不错的选择。既有潮范又不失稳重,这款格纹衬衫,配色十分讨巧,同色系的纽扣更是彰显不凡的品质与视觉的双重追求。
107	【经典商务】新品情侣女t恤运动短袖polo衫情侣款撞色纯色	情侣款;撞色;纯色	0;2;1	dickies情侣款polo衫,浓情情侣价只要368!纯色低调秀出甜蜜,领口与袖口细节撞色增添活力。多色可选,夏季就是要一起爱出色!dickies,始于1922.如今
108	逸阳女裤新款夏季九分裤大码宽松哈伦裤女休闲小脚裤子薄大牌版型九分基本款	大牌;版型;九分;基本款	2;3;1;0	像九分哈伦裤这样无限包容腿型却又能够气场独具的款式才值得投资。简约的基本款,在设计上不做任何点缀,完全以精湛的版型来修饰腿型,极具大牌明星气
109	非鱼春秋新款大码修身短款碎花外套女百搭宽松韩版长袖夹克圆领曲线剪裁	圆领;曲线;剪裁	0;1;2	简约的圆领设计,让你的锁骨曲线凹凸显现,映衬出你精致小巧的脸庞,精细的剪裁,做工精美,都是设计师的用心之作,韩版的款式,让你拥有超高的人气。
110	五季梦新品弹力修身中腰百搭小脚裤铅笔裤长裤牛仔裤拉长修身提臀小脚	拉长;修身;提臀;小脚	1;3;0;2	根据东方女性腿型打造经典修身小脚牛仔裤,上身显腿型,视觉拉长腿型,修身提臀设计展现女性完美曲线
111	[断码清仓]三彩专柜正品新款夏装亮色花瓣休闲短袖t恤上衣女交叉版型搭配	交叉;版型;搭配	1;0;2	版型宽松风格休闲,别致的立体花装饰肩部,交叉挡片设计时尚大气,搭配风格休闲的短裤尽显都市女性的时尚休闲潮流。
112	迪尔马奇男装夏季特价条纹拼接圆领短袖t恤男组合网纱条纹	组合;网纱;条纹	2;0;1	条纹系列时尚欧美高街时尚的代表单品,这种横竖贯穿的线条与强烈的色彩组合被年轻潮流一代所追捧。本款设计灵感源于航海风为设计理念的基础上融入口袋细节设计,将若隐若现的网纱工艺赋予设计当中。
113	现货男裤秋冬做旧多口袋休闲复古工装长裤顺滑有型耐磨立体	顺滑;有型;耐磨;立体	0;2;3;1	裤脚处的拉链做工十分的精致,顺滑耐磨,另外还能打破沉闷感,为裤子增加设计感。裤子两侧的口袋立体有型,穿着更加的有范儿,上身十分显气质。
114	个性情侣装夏潮牌搞笑带字印花t恤男短袖纯棉原创意贴身短袖棉质印花	贴身;短袖;棉质;印花	1;2;0;3	这款短袖精选百分百的棉质面料。棉质面料最大的特性就是柔软舒适。贴身的衣物,触感良好,质地轻盈。胸前的个性印花也彰显了活泼俏皮的气息。
115	情侣装夏设计潮牌男短袖印花t恤纯棉圆领创意复古怪咖版型印花透气	版型;印花;透气	0;2;1	这款t恤版型宽松简单,穿出透气感,舒服无拘束感。修饰手部线条,实用性高,中间个性的复古民族风印花,精美的印花体现整体亮点,时尚有活力。
116	潮牌潮男个性纯棉印花t恤男短袖恶搞半袖情侣装夏装图腾版型趣味符号	版型;趣味;符号	0;1;2	thething为拥有独立审美以及独特品味的年轻一代,创造出属于自己风格的t恤。版型延续挺括的版型,时刻修饰出属于男性健美的身材。门襟趣味的符号装饰,打破了t恤的沉闷感。
117	amurs/爱缪斯商政领导正装羊毛西裤中年男士纯色上班直筒长裤聚酯纤维混纺舒适度羊毛	聚酯纤维;混纺;舒适度;羊毛	3;0;1;2	长裤的材质选择了羊毛和聚酯纤维混纺的材质进行制作,这样的材质能充分的保证长裤的挺括性,让正式的感觉有更好的体现。而且这种材质所表现出来的质感档次也是非常的高,让正式的感觉从另一面得到表现。柔软的手感在穿着的时候还能有很好的舒适度。
118	夏季新款欧美范性感收腰显瘦连衣裙蓬蓬裙红唇口印花高腰款黑色红唇图案	高腰款;黑色;红唇;图案	2;3;1;0	红唇图案,黑色为底色,十分神秘,高腰款,将各种肚、臀、腿的短处一扫而光。
119	◣凡陈衣品◥水洗短袖牛仔衬衫肩章压绉牛仔衫休闲薄款男方领牛仔猫须搭配	方领;牛仔;猫须;搭配	1;2;0;3	源自时尚军旅风品牌凡陈衣品,使用重度水洗牛仔面料,加入个性猫须处理手法,营造出时尚个性复古的硬汉感觉;个性猫须抓破方领,搭配凸显男性硬朗风采的肩章设计,体现硬汉风采。
120	高端纯棉短袖翻领t恤新款专柜正品中年男士商务休闲夏高端奢侈品质剪裁	高端;奢侈;品质;剪裁	1;3;2;0	zsnoi(杰胜),国内时尚轻奢侈男装品牌,意大利名师精心设计、面料奢华、剪裁严谨、品质优雅,为高端精英男士度身打造,开创智族人群轻奢侈时代新风潮
121	楠唐装中国风男装短袖t恤男青年v领宽松纯色衬衣亚麻半袖体恤放松咖啡贴身长	放松;咖啡;贴身;长	1;0;3;2	领口的走线工整细腻,简约又自然淳朴,体会不同的中国风的韵味,非常适合男中年穿着和亲人好友,一起谈笑风生,一起品咖啡,在树荫下带有一种古老的气质,非常的舒适放松,休闲的袖口,让你活动起来十分方便,打打太极拳,非常的幸福,这款衬衣透气性强,长时间运动不会贴身,十分适合中年朋友的穿着。
122	阔腿裤女秋长裤显瘦休闲裤韩版大码直筒裤子新款任意搭宽松裤格子中腰版型可拆卸	格子;中腰;版型;可拆卸	0;1;3;2	充满文艺细胞的格子阔腿裤,腰部采用传统中腰加上可拆卸宽腰带的设计,穿着舒适时尚,宽松阔腿版型,很好的藏住大象腿,上身休闲文艺。
123	吃茶去生活男装全棉圆领短袖t恤纯棉舒服休闲文艺深蓝印星空星星调整印花星空版型	调整;印花;星空;版型	1;0;3;2	t恤从定制布料到裁片、印花、制作,都经过反复调整至合理版型,极简舒适。t恤的印花远看就像一片星空。在繁华的城市,你是否还能看见星空?
124	.【上新】圣迪奥渐变印染单扣知性亚麻小西装外套渐变印染开叉常规	渐变;印染;开叉;常规	3;0;1;2	常规的西装款式,渐变印染与开叉后摆,给整体的简洁干练中注入几分优雅精致的感觉。
125	圣得西西装男套装结婚商务正装礼服修身职业装休闲新郎西服修身版型显瘦	修身;版型;显瘦	0;1;2	西服还是应该套装的穿会更合适一点,展现出更正式的感觉无论衣服还是裤子,都采用修身的版型设计,穿着更好的衬托一个人的身材。深色系不浮夸,穿着不仅显瘦还展现沉稳的气质,正符合职场气质。当然偏休闲一点的风格,即使参加宴会也很合适,在胸前别一个胸针,更展现优雅绅士气质。
126	钰欣正品秋冬三穿式羽绒服女中长款修身连帽短款可拆卸外套短款中长款可拆卸	短款;中长款;可拆卸	2;0;1	首次采用独特的腰间可拆卸设计。短款和中长款随时互换,让你一件衣服拥有两种款式,想怎么穿就怎么穿。
127	/杰胜新款男装丝光棉时尚休闲印花圆领短袖t恤高端品牌夏装高端奢侈品质剪裁	高端;奢侈;品质;剪裁	1;3;2;0	zsnoi(杰胜),国内时尚轻奢侈男装品牌,意大利名师精心设计、面料奢华、剪裁严谨、品质优雅,为高端精英男士度身打造,开创智族人群轻奢侈时代新风潮
128	乙佰乙纳女装羊毛呢外套中长款保暖加厚妮大衣欧美风女士大牌一体保暖	大牌;一体;保暖	2;1;0	双倍保暖,板型挺括,宽松但不失优雅;源于欧洲设计,精雕细琢,将时尚、高贵、典雅融于一体。坚持时代所传承的缝制工艺,大牌范、经典款、宽松不失优
129	男装秋冬长袖衬衫休闲韩版修身白色牛津纺打底衬衣男潮搭配版型趣味小领	搭配;版型;趣味;小领	3;2;1;0	帅气精致的小领设计,别于传统衬衣的严肃感,更添趣味时尚气质,简约版型搭配上多色纽扣,耐看又趣致
130	占姆士春装新款女装衬衫全棉纯色灯芯绒长袖女韩范百搭衬衣下摆小方领曲线弧形	下摆;小方领;曲线;弧形	1;3;0;2	精致小方领,挺括舒适,领线自然流畅。饱满肩部,精致纽扣袖口设计,甜美优雅。弧形的下摆设计,增添柔美曲线感,多分青春活力。《欧范小姐》:时尚编
131	圣迪奥男装秋装时尚闪亮面光泽感长袖衬衫棉麻双层染色透气	棉麻;双层;染色;透气	3;0;2;1	选用透气棉麻面料,经特殊光泽感染色处理,让衣身层次丰富起来,轻松展现不一般品味个性;擦色门襟配上质感独特的双层纽扣设计,细节更彰显设计精心。
